Geneid,RNA-seq_Gametocyte_WT_1,RNA-seq_Gametocyte_WT_2,RNA-seq_Gametocyte_WT_3,RNA-seq_gSNF2_KO_1,RNA-seq_gSNF2_KO_2,RNA-seq_gSNF2_KO_3
PBANKA_1410100,23677,14661,4059,2140,9970,1457
PBANKA_1410200,431,404,120,234,315,140
PBANKA_1410300,15103,5408,1884,1243,4059,766
PBANKA_1410400,5014,3477,782,1983,2696,942
PBANKA_1410500,109,50,25,8,46,15
PBANKA_1410600,1574,486,148,97,423,101
PBANKA_1410700,212,162,53,51,148,39
PBANKA_1410800,152,100,43,17,60,30
PBANKA_1410900,289,109,48,40,91,62
PBANKA_1410950,716,1272,1089,1146,2638,617
PBANKA_1411000,176,138,88,144,225,46
PBANKA_1411100,2619,1658,489,589,986,455
PBANKA_1411200,14475,5491,177,1117,5235,1173
PBANKA_1411300,14822,4200,1068,1657,3651,1561
PBANKA_1411400,1924,1234,494,581,1294,191
PBANKA_1411500,358,168,15,20,132,41
PBANKA_1411600,413,199,95,79,246,53
PBANKA_1411700,415,429,116,180,327,103
PBANKA_1411800,833,341,141,125,253,63
PBANKA_1411900,374,105,50,32,67,32
PBANKA_1412000,3902,853,242,293,937,316
PBANKA_1412100,198,73,42,18,74,9
PBANKA_1412200,5602,1527,232,422,1483,401
PBANKA_1412300,545,305,123,57,238,28
PBANKA_1412400,1802,531,160,153,426,105
PBANKA_1412500,89,21,12,14,39,24
PBANKA_1412600,1970,787,95,209,754,173
PBANKA_1412800,434,312,114,48,235,41
PBANKA_1412900,581,294,108,41,247,38
PBANKA_1413000,1881,1676,447,394,1000,308
PBANKA_1413100,578,233,95,127,235,95
PBANKA_1413200,950,738,196,115,413,110
PBANKA_1413300,1248,383,173,81,304,58
PBANKA_1413400,2054,1846,542,680,1358,441
PBANKA_1413500,683,672,224,185,544,111
PBANKA_1413600,1319,690,233,20,35,9
PBANKA_1413700,939,424,149,80,312,53
PBANKA_1413800,734,404,124,121,304,52
PBANKA_1413900,2725,1437,513,547,1045,332
PBANKA_1414000,1184,792,253,123,582,67
PBANKA_1414100,8730,7348,2416,2937,5992,1923
PBANKA_1414200,1090,699,227,229,520,184
PBANKA_1414300,607,415,144,60,356,51
PBANKA_1414400,2199,717,262,440,944,247
PBANKA_1414500,37934,35042,9155,9658,20105,6514
PBANKA_1414600,4284,1235,374,374,917,199
PBANKA_1414700,555,230,81,59,231,49
PBANKA_1414800,8612,7724,2507,4440,9772,1602
PBANKA_1414900,3505,2709,780,335,1934,241
PBANKA_1415000,2748,1150,362,285,727,200
PBANKA_1415100,4169,2467,838,773,2404,530
PBANKA_1415200,21702,15430,4377,7091,11997,4336
PBANKA_1415300,2990,1850,616,287,889,156
PBANKA_1415400,26983,16121,4747,4716,10306,3188
PBANKA_1415500,729,371,125,77,235,95
PBANKA_1415600,16070,8116,1557,2570,4289,1200
PBANKA_1415700,14638,4495,202,1297,5402,1059
PBANKA_1415800,404,217,93,89,172,77
PBANKA_1415900,275,167,64,65,90,21
PBANKA_1416000,316,232,60,62,277,30
PBANKA_1416100,1119,464,189,138,399,102
PBANKA_1416200,386,125,62,37,184,31
PBANKA_1416300,4280,3292,1005,964,2529,420
PBANKA_1416400,1891,758,236,426,578,210
PBANKA_1416500,296,228,71,47,151,36
PBANKA_1416600,334,267,98,113,202,71
PBANKA_1416700,108,60,29,20,50,30
PBANKA_1416800,613,299,90,84,265,69
PBANKA_1416900,13948,4976,325,673,1710,415
PBANKA_1417000,1298,322,75,22,102,21
PBANKA_1417100,1861,546,136,150,205,75
PBANKA_1417200,33612,14714,2668,3314,11744,2146
PBANKA_1417300,4638,2749,936,1208,2060,733
PBANKA_1417400,14363,10537,2362,3005,8216,1908
PBANKA_1417500,1313,551,221,193,462,84
PBANKA_1417600,1648,975,324,276,777,130
PBANKA_1417700,418,151,67,30,78,173
PBANKA_1417800,2719,866,237,383,764,403
PBANKA_1417900,19682,9110,1967,1769,4632,1468
PBANKA_1418000,156,39,24,22,90,7
PBANKA_1418100,10827,3250,131,1301,5026,1573
PBANKA_1418200,1688,616,190,184,462,136
PBANKA_1418300,3156,958,368,459,871,332
PBANKA_1418400,1279,1007,251,349,592,217
PBANKA_1418500,1438,655,225,154,498,95
PBANKA_1418600,676,283,104,48,293,29
PBANKA_1418700,427,124,50,38,99,24
PBANKA_1418800,2222,1279,421,473,959,306
PBANKA_1418900,10531,11290,2852,3740,6758,2872
PBANKA_1419000,3891,1407,433,331,982,243
PBANKA_1419100,7928,4688,1350,948,2750,870
PBANKA_1419200,1488,1310,523,508,913,338
PBANKA_1419300,54239,25744,6823,6830,20453,5534
PBANKA_1419400,1186,498,173,194,461,155
PBANKA_1419500,103,116,72,53,149,24
PBANKA_1419600,745,133,66,64,224,64
PBANKA_1419700,508,493,197,253,610,133
PBANKA_1419800,997,470,167,141,456,118
PBANKA_1419900,267,252,69,79,199,101
PBANKA_1420000,536,359,136,144,321,111
PBANKA_1420100,3750,1257,418,44,182,33
PBANKA_1420200,822,351,142,112,266,72
PBANKA_1420300,2015,1319,358,222,926,134
PBANKA_1420400,798,348,81,62,295,65
PBANKA_1420500,20483,5474,244,1649,6262,2358
PBANKA_1420600,3464,2988,855,997,2286,520
PBANKA_1420700,6891,3098,780,166,827,63
PBANKA_1420800,36177,16904,2475,3112,12098,2325
PBANKA_1420900,2123,844,347,320,877,189
PBANKA_1421000,4421,3287,970,312,2341,84
PBANKA_1421100,2666,996,325,289,598,106
PBANKA_1421200,1262,623,167,235,664,359
PBANKA_1421221,0,1,3,1,1,11
PBANKA_1421241,18,35,70,142,113,48
PBANKA_1421261,44,55,36,31,17,23
PBANKA_1421300,1239,720,286,134,512,153
PBANKA_1421400,2368,1086,326,73,220,50
PBANKA_1421500,56763,19231,4123,3707,17727,3851
PBANKA_1421600,1695,971,432,235,690,129
PBANKA_1421700,25888,17942,5246,5617,13753,3300
PBANKA_1421800,963,711,321,231,907,151
PBANKA_1421900,1968,782,269,118,511,166
PBANKA_1422000,297,274,112,161,491,77
PBANKA_1422100,743,265,158,92,328,42
PBANKA_1422200,979,600,242,203,534,88
PBANKA_1422300,970,448,179,211,481,144
PBANKA_1422400,4665,1643,568,618,1506,721
PBANKA_1422500,1110,575,189,150,494,99
PBANKA_1422600,143,37,26,11,63,13
PBANKA_1422700,2274,1928,862,911,2397,573
PBANKA_1422800,570,611,158,42,404,60
PBANKA_1422900,28311,25105,7371,5931,13905,3450
PBANKA_1423000,1571,511,153,112,460,57
PBANKA_1423100,2701,905,291,199,940,115
PBANKA_1423200,1035,453,136,124,439,86
PBANKA_1423300,33356,20769,7799,12813,15169,9459
PBANKA_1423400,494,112,44,22,159,30
PBANKA_1423500,4663,2988,1238,1235,2219,587
PBANKA_1423600,3873,2276,769,655,1543,399
PBANKA_1423700,16623,14154,3871,3804,8393,2009
PBANKA_1423800,787,286,98,112,267,82
PBANKA_1423900,1303,654,227,86,388,75
PBANKA_1424000,860,335,124,75,196,57
PBANKA_1424100,195,83,42,22,83,20
PBANKA_1424200,3970,2143,713,537,1386,388
PBANKA_1424300,5842,4609,1588,1620,3985,543
PBANKA_1424400,1228,971,332,366,683,285
PBANKA_1424500,8958,4978,1135,981,2636,685
PBANKA_1424600,1696,470,199,208,834,135
PBANKA_1424700,148,152,43,22,103,23
PBANKA_1424800,668,432,148,170,287,73
PBANKA_1424900,1306,724,227,339,555,157
PBANKA_1425000,2349,987,301,255,644,213
PBANKA_1425100,4866,2580,1002,1123,2077,906
PBANKA_1425200,640,277,83,81,225,42
PBANKA_1425300,270,98,47,17,89,18
PBANKA_1425350,874,510,146,182,442,107
PBANKA_1425400,3611,995,294,321,1058,269
PBANKA_1425500,1250,692,209,167,537,160
PBANKA_1425600,1385,371,123,125,340,150
PBANKA_1425700,214,51,32,46,189,17
PBANKA_1425800,3429,1322,412,240,671,120
PBANKA_1425900,3634,1377,394,360,772,193
PBANKA_1426000,403,129,78,67,194,46
PBANKA_1426100,1846,964,316,349,763,195
PBANKA_1426200,13312,3329,150,541,3107,641
PBANKA_1426300,3651,1194,434,409,1045,280
PBANKA_1426400,1752,666,229,148,550,89
PBANKA_1426500,4792,1923,599,632,1459,299
PBANKA_1426600,524,403,131,123,278,56
PBANKA_1426700,1178,587,233,95,401,82
PBANKA_1426800,195,125,38,14,127,16
PBANKA_1426900,22316,7042,995,2664,5152,2563
PBANKA_1427000,1401,814,217,333,623,314
PBANKA_1427100,16427,13454,3651,3618,7652,3050
PBANKA_1427200,11396,5184,1634,1993,3514,869
PBANKA_1427300,2427,1418,284,421,1031,310
PBANKA_1427400,378,326,121,61,207,43
PBANKA_1427500,1552,877,386,193,864,132
PBANKA_1427600,3734,1111,374,143,746,111
PBANKA_1427700,2338,835,324,340,881,741
PBANKA_1427800,10968,2489,173,529,2735,914
PBANKA_1427900,165,131,42,29,62,29
PBANKA_1428000,3831,1822,346,454,1611,374
PBANKA_1428100,3502,1277,405,283,1160,256
PBANKA_1428200,923,397,141,118,290,86
PBANKA_1428300,5560,1922,424,362,1183,322
PBANKA_1428400,503,271,124,120,280,63
PBANKA_1428500,1558,532,231,188,314,70
PBANKA_1428600,538,498,234,285,548,204
PBANKA_1428700,15928,8447,615,2583,6639,1569
PBANKA_1428800,2291,1408,390,547,858,346
PBANKA_1428900,8699,3203,565,1018,2279,794
PBANKA_1428980,201,1063,3342,1779,5397,1255
PBANKA_1429000,457,241,96,62,256,17
PBANKA_1429100,3377,2854,1245,394,1001,95
PBANKA_1429200,14480,8601,2399,2279,4879,1717
PBANKA_1429300,2465,892,345,233,760,192
PBANKA_1429400,3280,2203,572,447,917,288
PBANKA_1429500,1009,1295,388,341,915,187
PBANKA_1429600,1233,522,249,204,397,67
PBANKA_1429700,4865,2400,401,971,1791,504
PBANKA_1429800,499,391,109,73,228,63
PBANKA_1429900,1783,808,256,313,674,204
PBANKA_1430000,225,91,26,31,83,11
PBANKA_1430100,1793,716,239,296,547,183
PBANKA_1430200,814,312,117,192,252,100
PBANKA_1430300,22959,22700,5255,5682,14493,3605
PBANKA_1430400,893,803,390,394,1094,177
PBANKA_1430500,215,114,46,19,128,15
PBANKA_1430600,5429,4325,1531,720,5412,756
PBANKA_1430700,2654,2518,1146,1205,3379,688
PBANKA_1430800,1355,1140,327,284,1034,189
PBANKA_1430900,10502,3443,564,1066,2950,1051
PBANKA_1431000,231,183,45,20,117,18
PBANKA_1431050,1452,1238,813,1109,2676,387
PBANKA_1431100,5185,2255,782,567,1595,367
PBANKA_1431200,286,38,23,21,45,19
PBANKA_1431300,2531,1061,325,130,540,67
PBANKA_1431400,22932,7590,1290,354,1949,68
PBANKA_1431500,9829,5886,1965,183,486,18
PBANKA_1431600,1928,780,283,219,411,116
PBANKA_1431700,694,206,70,87,236,46
PBANKA_1431800,432,174,75,54,224,36
PBANKA_1431900,1015,436,172,216,444,202
PBANKA_1432000,732,572,185,98,424,55
PBANKA_1432100,1070,454,176,135,334,76
PBANKA_1432200,31934,15563,4721,1910,6597,1662
PBANKA_1432300,2406,1302,334,859,1086,347
PBANKA_1432400,16597,8368,2409,1495,4566,585
PBANKA_1432451,7,3,5,15,6,13
PBANKA_1432500,3203,1682,415,482,1190,241
PBANKA_1432600,370,442,100,64,253,45
PBANKA_1432700,967,759,192,165,542,90
PBANKA_1432800,2044,911,289,268,772,200
PBANKA_1432900,3162,1588,355,425,1072,322
PBANKA_1433000,8493,3139,1045,865,2052,404
PBANKA_1433100,1524,828,280,308,631,182
PBANKA_1433200,687,420,98,130,245,65
PBANKA_1433300,1621,833,281,208,650,120
PBANKA_1433400,396,149,37,38,153,22
PBANKA_1433500,1095,625,218,338,460,208
PBANKA_1433600,425,305,127,111,295,43
PBANKA_1433700,2446,1391,370,299,962,185
PBANKA_1433800,4367,1336,433,395,1151,347
PBANKA_1433900,1001,323,120,121,321,76
PBANKA_1434000,950,670,258,163,543,84
PBANKA_1434100,3244,1321,394,572,1203,460
PBANKA_1434200,2198,865,258,167,600,114
PBANKA_1434300,1822,719,147,92,407,96
PBANKA_1434400,5259,4517,2065,2016,5187,1447
PBANKA_1434500,803,242,114,68,294,35
PBANKA_1434600,56323,16291,294,3489,18075,3477
PBANKA_1434700,8490,2052,430,618,2460,542
PBANKA_1434800,12125,6430,678,1948,4402,1408
PBANKA_1434900,1667,1279,428,352,761,305
PBANKA_1435000,181,122,52,30,74,16
PBANKA_1435100,1276,725,291,208,545,104
PBANKA_1435200,4324,2473,832,603,1768,555
PBANKA_1435300,1929,1243,381,290,784,200
PBANKA_1435400,1734,588,191,173,657,115
PBANKA_1435500,3748,1291,314,223,897,234
PBANKA_1435600,355,305,104,70,185,36
PBANKA_1435700,977,523,155,124,411,106
PBANKA_1435800,824,576,176,132,489,66
PBANKA_1435900,153,119,54,44,124,24
PBANKA_1436100,983,570,227,182,493,188
PBANKA_1436200,8866,3284,390,632,2483,520
PBANKA_1436300,10616,9374,3802,3062,8611,2069
PBANKA_1436400,1628,1709,645,832,3653,142
PBANKA_1436500,10332,5451,1407,1679,3817,955
PBANKA_1436600,129333,101881,27540,30508,62572,17086
PBANKA_1436700,409,244,96,48,192,29
PBANKA_1436800,659,198,87,75,166,73
PBANKA_1436900,629,228,112,110,318,58
PBANKA_1437000,2173,1073,392,252,718,223
PBANKA_1437100,3117,1040,393,468,1440,406
PBANKA_1437200,2195,1142,362,242,896,155
PBANKA_1437250,1,1,0,0,2,2
PBANKA_1437300,21768,6241,2451,1490,5205,926
PBANKA_1437400,1517,999,346,269,672,197
PBANKA_1437500,9226,3590,197,791,3013,989
PBANKA_1437600,81518,92402,27102,49336,72919,19195
PBANKA_1437700,36636,28477,6430,4012,15880,3371
PBANKA_1437800,1421,922,323,296,773,260
PBANKA_1437900,899,482,188,161,484,112
PBANKA_1438000,7319,3819,1165,967,2596,586
PBANKA_1438100,3236,1694,521,329,1494,192
PBANKA_1438200,2526,861,271,250,845,163
PBANKA_1438300,9299,3124,926,1375,3086,1010
PBANKA_1438400,13599,4296,386,1606,4669,1165
PBANKA_1438500,1176,559,193,153,591,88
PBANKA_1438600,900,692,329,251,556,128
PBANKA_1438700,233,264,102,100,208,86
PBANKA_1438800,573,435,148,113,314,53
PBANKA_1438900,572,309,113,67,307,53
PBANKA_1439000,700,555,237,204,593,107
PBANKA_1439100,55903,23174,7132,9826,22451,7020
PBANKA_1439200,43586,28070,1342,7648,20906,2935
PBANKA_1439300,4195,2658,791,478,2147,353
PBANKA_1439400,5685,3910,1086,708,1763,394
PBANKA_1439500,372,281,78,48,202,29
PBANKA_1439600,3776,1043,417,300,1190,232
PBANKA_1439700,1089,578,191,163,539,64
PBANKA_1439800,425,359,153,95,458,99
PBANKA_1439900,835,310,111,154,427,101
PBANKA_1440000,1635,660,229,226,584,174
PBANKA_1440100,2564,909,306,343,930,479
PBANKA_1440200,598,445,139,106,371,206
PBANKA_1440300,180,158,65,50,111,35
PBANKA_1440400,220,139,65,47,113,35
PBANKA_1440500,920,495,169,65,284,45
PBANKA_1440600,2418,710,214,300,871,200
PBANKA_1440700,4448,1370,503,475,1426,305
PBANKA_1440800,620,223,107,105,271,67
PBANKA_1440900,663,360,128,77,264,81
PBANKA_1441000,570,437,129,122,231,123
PBANKA_1441100,5671,3098,963,815,2346,551
PBANKA_1441200,1691,571,232,178,530,154
PBANKA_1441300,1495,377,111,113,366,96
PBANKA_1441400,4255,2371,854,209,1301,160
PBANKA_1441500,1027,387,120,111,317,71
PBANKA_1441600,2084,1258,404,211,653,201
PBANKA_1441700,1461,516,234,196,567,119
PBANKA_1441800,948,225,126,65,671,45
PBANKA_1441900,5462,2216,745,785,1850,784
PBANKA_1442000,1377,340,33,119,427,120
PBANKA_1442100,1340,295,107,95,481,94
PBANKA_1442200,81809,24979,392,1081,10923,594
PBANKA_1442300,7985,2152,587,548,1690,491
PBANKA_1442400,988,383,146,48,363,37
PBANKA_1442500,1839,725,204,149,530,115
PBANKA_1442600,3698,2291,630,587,1527,396
PBANKA_1442700,243,77,41,34,78,12
PBANKA_1442800,594,256,100,119,354,22
PBANKA_1442900,305,127,55,55,158,29
PBANKA_1443000,12496,6452,434,988,2298,485
PBANKA_1443100,992,409,165,96,382,100
PBANKA_1443200,1068,698,231,162,423,189
PBANKA_1443300,4454,815,531,353,705,112
PBANKA_1443400,902,253,96,102,208,148
PBANKA_1443500,5139,1578,114,586,2156,462
PBANKA_1443600,723,221,105,103,313,68
PBANKA_1443700,8345,3814,1054,903,2733,559
PBANKA_1443800,5580,1149,431,562,2098,397
PBANKA_1443900,5193,2206,711,748,1867,412
PBANKA_1444000,1169,786,350,86,1042,53
PBANKA_1444100,3180,1187,476,513,934,480
PBANKA_1444200,5531,1990,540,375,1812,246
PBANKA_1444300,496,334,124,76,313,56
PBANKA_1444400,989,361,141,161,434,87
PBANKA_1444500,3951,1691,443,446,1513,204
PBANKA_1444600,3703,1529,416,331,1167,148
PBANKA_1444700,2088,740,98,286,879,223
PBANKA_1444800,72024,43809,11000,14972,30872,7401
PBANKA_1444900,1313,684,199,268,687,140
PBANKA_1445000,12595,10920,2764,3757,5764,3116
PBANKA_1445100,884,1142,953,1278,2501,581
PBANKA_1445200,474,173,70,38,190,39
PBANKA_1445300,1261,809,318,285,665,157
PBANKA_1445400,4266,3374,688,1423,4372,433
PBANKA_1445500,1282,647,186,309,490,167
PBANKA_1445600,918,331,129,81,408,48
PBANKA_1445700,15571,8291,2204,2183,5809,2853
PBANKA_1445800,2214,1591,506,649,1042,613
PBANKA_1445900,6812,4631,1297,637,2582,455
PBANKA_1446000,2599,1005,311,206,877,219
PBANKA_1446100,6217,2700,674,792,2684,690
PBANKA_1446200,622,647,119,149,396,127
PBANKA_1446300,2423,1164,390,283,870,173
PBANKA_1446400,107,53,14,25,50,22
PBANKA_1446500,11252,3130,583,1230,3285,1439
PBANKA_1446600,614,284,112,122,302,94
PBANKA_1446700,1195,500,180,116,405,85
PBANKA_1446800,3027,958,398,411,896,345
PBANKA_1446900,2788,1797,688,750,1976,488
PBANKA_1447000,1468,1087,462,461,1172,247
PBANKA_1447100,1848,1144,402,254,906,127
PBANKA_1447200,2138,920,315,349,954,250
PBANKA_1447300,319,115,59,58,118,43
PBANKA_1447400,482,329,154,128,335,139
PBANKA_1447500,205,193,58,44,157,45
PBANKA_1447600,915,415,172,94,451,62
PBANKA_1447700,1182,965,160,228,666,117
PBANKA_1447800,460,395,148,65,204,54
PBANKA_1447900,20945,7135,1747,1470,5624,1156
PBANKA_1448000,10408,3958,1022,1191,3567,905
PBANKA_1448100,469,210,81,114,319,103
PBANKA_1448200,16905,4564,223,739,4784,460
PBANKA_1448300,1148,506,218,78,396,39
PBANKA_1448400,2694,1553,542,560,907,273
PBANKA_1448500,5727,1924,664,588,1764,390
PBANKA_1448600,295,97,34,51,133,31
PBANKA_1448700,7153,2189,185,557,2465,513
PBANKA_1448800,3840,1153,302,324,1166,249
PBANKA_1448900,5015,2045,567,476,1544,306
PBANKA_1449000,32791,16129,5932,2092,4329,714
PBANKA_1449100,466,249,66,121,286,103
PBANKA_1449200,1051,380,157,122,268,49
PBANKA_1449300,19546,11448,2944,3530,8465,2077
PBANKA_1449400,5398,1961,270,658,1387,400
PBANKA_1449500,6340,5784,2753,3854,7668,2115
PBANKA_1449600,614,195,88,92,344,106
PBANKA_1449700,4000,3161,1454,2203,4469,1046
PBANKA_1449800,3595,2644,880,937,2536,396
PBANKA_1449900,5574,2320,535,805,2802,508
PBANKA_1450000,1374,559,195,187,653,114
PBANKA_1450100,1154,686,125,208,502,94
PBANKA_1450200,11297,4481,1896,1480,3641,1498
PBANKA_1450300,5607,3318,887,1619,2670,979
PBANKA_1450400,6870,2620,701,330,906,268
PBANKA_1450500,1893,828,261,380,851,323
PBANKA_1450600,926,386,131,85,401,75
PBANKA_1450700,3815,1723,639,634,1463,494
PBANKA_1450800,2640,1255,358,335,933,249
PBANKA_1450900,706,400,123,100,367,64
PBANKA_1451000,694,361,130,55,297,40
PBANKA_1451100,18867,14205,3865,2162,10250,690
PBANKA_1451200,847,709,279,221,822,72
PBANKA_1451300,318,109,55,39,133,27
PBANKA_1451400,789,319,123,104,270,96
PBANKA_1451500,1721,776,297,200,700,183
PBANKA_1451600,6591,2680,864,864,2082,713
PBANKA_1451700,1812,651,215,244,747,227
PBANKA_1451800,3707,1392,441,813,1372,717
PBANKA_1451900,942,214,119,61,228,57
PBANKA_1452000,1817,1149,399,190,725,91
PBANKA_1452100,8988,2221,527,700,2605,439
PBANKA_1452200,1359,746,263,299,646,171
PBANKA_1452300,1283,956,399,370,1556,179
PBANKA_1452400,266,183,64,44,117,26
PBANKA_1452500,7436,3196,1021,2270,2685,1592
PBANKA_1452600,1246,426,207,223,597,82
PBANKA_1452700,803,304,112,150,358,70
PBANKA_1452800,6126,3051,580,759,2448,458
PBANKA_1452900,1068,652,181,72,344,38
PBANKA_1453000,13588,6072,1723,2380,4540,2019
PBANKA_1453100,22165,11966,4011,3056,8772,1820
PBANKA_1453200,5341,2701,775,310,1649,251
PBANKA_1453300,31484,19483,5277,6430,13669,3631
PBANKA_1453400,3405,2512,647,950,1771,573
PBANKA_1453500,1998,1147,268,336,860,224
PBANKA_1453600,539,344,181,198,769,74
PBANKA_1453700,11799,3637,995,1330,3430,1527
PBANKA_1453800,714,515,151,147,422,94
PBANKA_1453900,3644,2726,832,596,1991,473
PBANKA_1454000,2634,1209,378,417,858,341
PBANKA_1454100,1661,663,176,314,447,156
PBANKA_1454200,42134,7671,237,1740,13460,1972
PBANKA_1454300,1060,476,139,185,389,100
PBANKA_1454400,1304,318,129,85,330,68
PBANKA_1454500,1302,950,292,291,612,171
PBANKA_1454600,7960,2485,211,784,1490,446
PBANKA_1454700,320,122,70,28,98,40
PBANKA_1454800,41474,8925,364,1115,6826,1445
PBANKA_1454900,798,415,160,70,470,70
PBANKA_1455000,2692,2703,1387,1422,4196,826
PBANKA_1455100,5053,3387,1319,954,2014,493
PBANKA_1455200,1339,908,152,338,877,177
PBANKA_1455300,1710,1023,261,234,577,180
PBANKA_1455400,1957,978,346,216,928,98
PBANKA_1455500,681,333,109,63,351,27
PBANKA_1455600,6972,4129,1286,1109,3351,544
PBANKA_1455700,1075,907,383,159,1050,164
PBANKA_1455800,5156,2266,760,290,1540,380
PBANKA_1455900,955,410,142,129,424,24
PBANKA_1456000,486,289,145,77,184,64
PBANKA_1456100,5850,4176,1330,849,3278,920
PBANKA_1456200,3348,1935,534,326,1131,245
PBANKA_1456300,822,695,260,307,1193,145
PBANKA_1456400,963,401,151,122,328,98
PBANKA_1456500,309,288,94,24,154,26
PBANKA_1456600,54,22,12,8,38,2
PBANKA_1456700,67,96,25,26,147,13
PBANKA_1456800,1989,1256,365,163,737,118
PBANKA_1456900,11009,9278,2630,2101,5566,1209
PBANKA_1457000,1172,647,204,240,446,141
PBANKA_1457100,773,392,124,119,367,93
PBANKA_1457200,14509,5604,455,1110,3784,751
PBANKA_1457300,1464,755,232,233,573,157
PBANKA_1457400,2756,1080,374,224,978,184
PBANKA_1457500,2608,999,334,267,611,182
PBANKA_1457550,74,68,197,61,1022,49
PBANKA_1457600,1873,587,180,146,506,98
PBANKA_1457700,1124,575,192,75,277,82
PBANKA_1457800,4523,2312,705,1031,1672,815
PBANKA_1457900,935,1158,342,322,547,274
PBANKA_1458000,1342,973,413,306,787,190
PBANKA_1458100,1158,304,140,121,366,96
PBANKA_1458200,1803,613,191,115,384,72
PBANKA_1458300,17054,5813,1749,1969,4713,1294
PBANKA_1458400,743,125,77,100,329,76
PBANKA_1458500,349,341,114,54,345,36
PBANKA_1458600,920,717,184,173,505,91
PBANKA_1458700,1128,420,201,230,598,121
PBANKA_1458800,18656,6391,1829,856,2926,632
PBANKA_1458900,4066,1927,517,514,1223,331
PBANKA_1459000,166,108,26,35,117,17
PBANKA_1459100,1439,758,269,119,523,71
PBANKA_1459200,299,146,46,43,128,27
PBANKA_1459300,22875,17106,9945,12936,24238,5866
PBANKA_1459400,5654,3027,856,705,2572,511
PBANKA_1459500,75061,72393,16080,24389,37434,12488
PBANKA_1459600,545,330,117,52,212,50
PBANKA_1459700,977,687,266,241,454,178
PBANKA_1459800,1226,595,179,221,491,126
PBANKA_1459900,1271,976,328,263,871,260
PBANKA_1460000,255,181,100,120,279,58
PBANKA_1460100,127,111,38,46,104,43
PBANKA_1460200,882,624,217,155,678,108
PBANKA_1460300,376,82,60,70,200,43
PBANKA_1460400,1432,574,213,220,398,146
PBANKA_1460500,2793,805,273,310,914,209
PBANKA_1460600,1048,551,156,276,518,162
PBANKA_1460700,24376,12948,3528,5475,8375,6017
